"Popolazione residente al 1° Gennaio 2020 per età sesso e stato civile"
"Regione","Età","Maschi celibi","Maschi coniugati","Maschi divorziati","Maschi vedovi","Maschi uniti civilmente","Maschi già in unione civile (per scioglimento)","Maschi già in unione civile (per decesso del partner)","Totale Maschi","Femmine nubili","Femmine coniugate","Femmine divorziate","Femmine vedove","Femmine unite civilmente","Femmine già in unione civile (per scioglimento)","Femmine già in unione civile (per decesso del partner)","Totale Femmine"
Molise,14,,,,,,,,1347,,,,,,,,1223
Molise,15,,,,,,,,1383,,,,,,,,1202
Molise,16,,,,,,,,1366,,,,,,,,1255
Molise,17,,,,,,,,1359,,,,,,,,1329
Molise,18,,,,,,,,1432,,,,,,,,1320
Molise,19,,,,,,,,1490,,,,,,,,1392
Molise,20,,,,,,,,1601,,,,,,,,1385
Molise,21,,,,,,,,1731,,,,,,,,1430
Molise,22,,,,,,,,1675,,,,,,,,1417
Molise,23,,,,,,,,1608,,,,,,,,1485
Molise,24,,,,,,,,1643,,,,,,,,1520
Molise,25,,,,,,,,1747,,,,,,,,1515
Molise,26,,,,,,,,1749,,,,,,,,1587
Molise,27,,,,,,,,1791,,,,,,,,1658
Molise,28,,,,,,,,1847,,,,,,,,1579
Molise,29,,,,,,,,1756,,,,,,,,1618
Molise,30,,,,,,,,1757,,,,,,,,1620
Molise,31,,,,,,,,1780,,,,,,,,1631
Molise,32,,,,,,,,1848,,,,,,,,1613
Molise,33,,,,,,,,1774,,,,,,,,1591
Molise,34,,,,,,,,1779,,,,,,,,1684
Molise,35,,,,,,,,1794,,,,,,,,1665
Molise,36,,,,,,,,1837,,,,,,,,1665
Molise,37,,,,,,,,1837,,,,,,,,1775
Molise,38,,,,,,,,1875,,,,,,,,1793
Molise,39,,,,,,,,1835,,,,,,,,1779
Molise,40,,,,,,,,1934,,,,,,,,1887
Molise,41,,,,,,,,1982,,,,,,,,1949
Molise,42,,,,,,,,2000,,,,,,,,1990
Molise,43,,,,,,,,2158,,,,,,,,1940
Molise,44,,,,,,,,2214,,,,,,,,2137
Molise,45,,,,,,,,2291,,,,,,,,2235
Molise,46,,,,,,,,2156,,,,,,,,2209
Molise,47,,,,,,,,2221,,,,,,,,2263
Molise,48,,,,,,,,2224,,,,,,,,2231
Molise,49,,,,,,,,2227,,,,,,,,2236
Molise,50,,,,,,,,2304,,,,,,,,2399
Molise,51,,,,,,,,2328,,,,,,,,2392
Molise,52,,,,,,,,2352,,,,,,,,2491
Molise,53,,,,,,,,2391,,,,,,,,2528
Molise,54,,,,,,,,2424,,,,,,,,2474
Molise,55,,,,,,,,2524,,,,,,,,2533
Molise,56,,,,,,,,2382,,,,,,,,2338
Molise,57,,,,,,,,2255,,,,,,,,2329
Molise,58,,,,,,,,2306,,,,,,,,2242
Molise,59,,,,,,,,2291,,,,,,,,2363
Molise,60,,,,,,,,2174,,,,,,,,2293
Molise,61,,,,,,,,1993,,,,,,,,2229
Molise,62,,,,,,,,2085,,,,,,,,2142
Molise,63,,,,,,,,2111,,,,,,,,2104
Molise,64,,,,,,,,2035,,,,,,,,2105
Molise,65,,,,,,,,2012,,,,,,,,2165
Molise,66,,,,,,,,1861,,,,,,,,1950
Molise,67,,,,,,,,1902,,,,,,,,2033
Molise,68,,,,,,,,1756,,,,,,,,1866
Molise,69,,,,,,,,1904,,,,,,,,1995
Molise,70,,,,,,,,1983,,,,,,,,2068
Molise,71,,,,,,,,1908,,,,,,,,2014
Molise,72,,,,,,,,1788,,,,,,,,1939
Molise,73,,,,,,,,1687,,,,,,,,1739
Molise,74,,,,,,,,1254,,,,,,,,1398
Molise,75,,,,,,,,1197,,,,,,,,1386
Molise,76,,,,,,,,1112,,,,,,,,1295
Molise,77,,,,,,,,1079,,,,,,,,1232
Molise,78,,,,,,,,1114,,,,,,,,1420
Molise,79,,,,,,,,1244,,,,,,,,1587
Molise,80,,,,,,,,1249,,,,,,,,1694
Molise,81,,,,,,,,1073,,,,,,,,1382
Molise,82,,,,,,,,1004,,,,,,,,1414
Molise,83,,,,,,,,927,,,,,,,,1432
Molise,84,,,,,,,,882,,,,,,,,1360
Molise,85,,,,,,,,839,,,,,,,,1309
Molise,86,,,,,,,,728,,,,,,,,1221
Molise,87,,,,,,,,597,,,,,,,,1055
Molise,88,,,,,,,,540,,,,,,,,946
Molise,89,,,,,,,,487,,,,,,,,990
Molise,90,,,,,,,,384,,,,,,,,759
Molise,91,,,,,,,,272,,,,,,,,641
Molise,92,,,,,,,,219,,,,,,,,601
Molise,93,,,,,,,,171,,,,,,,,471
Molise,94,,,,,,,,114,,,,,,,,344
Molise,95,,,,,,,,99,,,,,,,,294
Molise,96,,,,,,,,67,,,,,,,,202
Molise,97,,,,,,,,48,,,,,,,,172
Molise,98,,,,,,,,43,,,,,,,,119
Molise,99,,,,,,,,18,,,,,,,,79
Molise,100,,,,,,,,24,,,,,,,,92
Molise,Totale,,,,,,,,148764,,,,,,,,153501
Campania,0,,,,,,,,23826,,,,,,,,22703
Campania,1,,,,,,,,24725,,,,,,,,23055
Campania,2,,,,,,,,25592,,,,,,,,24435
Campania,3,,,,,,,,25786,,,,,,,,24395
Campania,4,,,,,,,,26136,,,,,,,,24782
Campania,5,,,,,,,,26738,,,,,,,,24926
Campania,6,,,,,,,,26896,,,,,,,,25815
Campania,7,,,,,,,,28520,,,,,,,,26610
Campania,8,,,,,,,,29051,,,,,,,,27238
Campania,9,,,,,,,,30027,,,,,,,,27941
Campania,10,,,,,,,,30496,,,,,,,,29065
Campania,11,,,,,,,,30793,,,,,,,,29476
Campania,12,,,,,,,,31483,,,,,,,,30063
Campania,13,,,,,,,,31991,,,,,,,,29923
Campania,14,,,,,,,,32132,,,,,,,,30377
Campania,15,,,,,,,,33302,,,,,,,,31319
Campania,16,,,,,,,,33365,,,,,,,,31977
Campania,17,,,,,,,,33326,,,,,,,,31606
Campania,18,,,,,,,,34510,,,,,,,,32135
Campania,19,,,,,,,,35238,,,,,,,,32854
Campania,20,,,,,,,,35556,,,,,,,,32832
Campania,21,,,,,,,,35905,,,,,,,,32735
Campania,22,,,,,,,,35716,,,,,,,,32818
Campania,23,,,,,,,,35720,,,,,,,,33329
Campania,24,,,,,,,,35142,,,,,,,,33859
Campania,25,,,,,,,,35655,,,,,,,,34016
Campania,26,,,,,,,,35922,,,,,,,,34815
Campania,27,,,,,,,,37304,,,,,,,,36317
Campania,28,,,,,,,,36720,,,,,,,,36070
Campania,29,,,,,,,,36456,,,,,,,,35789
Campania,30,,,,,,,,36084,,,,,,,,35691
Campania,31,,,,,,,,36376,,,,,,,,36319
Campania,32,,,,,,,,35654,,,,,,,,34749
Campania,33,,,,,,,,35172,,,,,,,,34669
Campania,34,,,,,,,,36270,,,,,,,,35177
Campania,35,,,,,,,,36131,,,,,,,,36351
Campania,36,,,,,,,,36513,,,,,,,,36536
Campania,37,,,,,,,,37686,,,,,,,,37216
Campania,38,,,,,,,,36799,,,,,,,,37225
Campania,39,,,,,,,,37625,,,,,,,,37471
Campania,40,,,,,,,,38114,,,,,,,,38623
Campania,41,,,,,,,,39031,,,,,,,,39787
Campania,42,,,,,,,,39822,,,,,,,,40547
Campania,43,,,,,,,,41199,,,,,,,,42161
Campania,44,,,,,,,,42778,,,,,,,,43428
Campania,45,,,,,,,,43700,,,,,,,,45443
Campania,46,,,,,,,,42829,,,,,,,,44979
Campania,47,,,,,,,,43125,,,,,,,,45292
Campania,48,,,,,,,,43021,,,,,,,,45823
Campania,49,,,,,,,,42274,,,,,,,,45134
Campania,50,,,,,,,,43608,,,,,,,,46072
Campania,51,,,,,,,,43408,,,,,,,,46235
Campania,52,,,,,,,,43749,,,,,,,,46910
Campania,53,,,,,,,,44132,,,,,,,,47056
Campania,54,,,,,,,,44146,,,,,,,,46934
Campania,55,,,,,,,,44923,,,,,,,,47959
Campania,56,,,,,,,,41788,,,,,,,,45274
Campania,57,,,,,,,,40607,,,,,,,,44341
Campania,58,,,,,,,,39697,,,,,,,,43362
Campania,59,,,,,,,,37902,,,,,,,,41575
Campania,60,,,,,,,,37491,,,,,,,,40638
Campania,61,,,,,,,,35350,,,,,,,,38628
Campania,62,,,,,,,,34879,,,,,,,,37991
Campania,63,,,,,,,,33041,,,,,,,,36396
Campania,64,,,,,,,,33674,,,,,,,,36296
Campania,65,,,,,,,,32783,,,,,,,,36185
Campania,66,,,,,,,,30194,,,,,,,,32847
Campania,67,,,,,,,,29060,,,,,,,,31684
Campania,68,,,,,,,,29029,,,,,,,,31553
Campania,69,,,,,,,,29140,,,,,,,,32143
Campania,70,,,,,,,,28728,,,,,,,,32137
Campania,71,,,,,,,,29129,,,,,,,,32711
Campania,72,,,,,,,,27615,,,,,,,,31416
Campania,73,,,,,,,,27502,,,,,,,,31429
Campania,74,,,,,,,,22036,,,,,,,,25480
Campania,75,,,,,,,,18316,,,,,,,,21805
Campania,76,,,,,,,,19004,,,,,,,,23758
Campania,77,,,,,,,,17783,,,,,,,,22352
Campania,78,,,,,,,,16311,,,,,,,,21570
Campania,79,,,,,,,,17450,,,,,,,,23210
Campania,80,,,,,,,,16299,,,,,,,,22399
Campania,81,,,,,,,,14315,,,,,,,,20337
Campania,82,,,,,,,,12965,,,,,,,,18818
Campania,83,,,,,,,,11003,,,,,,,,17187
Campania,84,,,,,,,,10496,,,,,,,,16623
Campania,85,,,,,,,,8958,,,,,,,,14884
Campania,86,,,,,,,,8178,,,,,,,,14017
Campania,87,,,,,,,,6989,,,,,,,,12395
Campania,88,,,,,,,,5797,,,,,,,,11069
Campania,89,,,,,,,,4916,,,,,,,,10204
Campania,90,,,,,,,,3775,,,,,,,,8060
Campania,91,,,,,,,,2900,,,,,,,,6827
Campania,92,,,,,,,,2166,,,,,,,,5400
Campania,93,,,,,,,,1623,,,,,,,,4178
Campania,94,,,,,,,,1102,,,,,,,,3310
Campania,95,,,,,,,,790,,,,,,,,2429
Campania,96,,,,,,,,560,,,,,,,,1822
Campania,97,,,,,,,,397,,,,,,,,1283
Campania,98,,,,,,,,237,,,,,,,,912
Campania,99,,,,,,,,183,,,,,,,,600
Campania,100,,,,,,,,199,,,,,,,,709
Campania,Totale,,,,,,,,2820555,,,,,,,,2965306
Puglia,0,,,,,,,,14085,,,,,,,,13297
Puglia,1,,,,,,,,14978,,,,,,,,13857
Puglia,2,,,,,,,,15329,,,,,,,,14756
Puglia,3,,,,,,,,15974,,,,,,,,15071
Puglia,4,,,,,,,,16084,,,,,,,,15355
Puglia,5,,,,,,,,17018,,,,,,,,15870
Puglia,6,,,,,,,,17249,,,,,,,,16292
Puglia,7,,,,,,,,17961,,,,,,,,16817
Puglia,8,,,,,,,,18471,,,,,,,,17426
Puglia,9,,,,,,,,19037,,,,,,,,18026
Puglia,10,,,,,,,,19307,,,,,,,,18175
Puglia,11,,,,,,,,19588,,,,,,,,18418
Puglia,12,,,,,,,,19867,,,,,,,,18588
Puglia,13,,,,,,,,19794,,,,,,,,18897
Puglia,14,,,,,,,,20361,,,,,,,,19055
Puglia,15,,,,,,,,20745,,,,,,,,20064
Puglia,16,,,,,,,,21026,,,,,,,,20141
Puglia,17,,,,,,,,21142,,,,,,,,20200
Puglia,18,,,,,,,,22044,,,,,,,,20570
Puglia,19,,,,,,,,22566,,,,,,,,21158
Puglia,20,,,,,,,,22990,,,,,,,,20761
Puglia,21,,,,,,,,22925,,,,,,,,20847
Puglia,22,,,,,,,,22775,,,,,,,,20879
Puglia,23,,,,,,,,22677,,,,,,,,21175
Puglia,24,,,,,,,,22626,,,,,,,,21057
Puglia,25,,,,,,,,22677,,,,,,,,21211
Puglia,26,,,,,,,,23116,,,,,,,,21827
Puglia,27,,,,,,,,23990,,,,,,,,22730
Puglia,28,,,,,,,,23483,,,,,,,,22324
Puglia,29,,,,,,,,23467,,,,,,,,22165
Puglia,30,,,,,,,,22672,,,,,,,,22427
Puglia,31,,,,,,,,23494,,,,,,,,22726
Puglia,32,,,,,,,,22831,,,,,,,,22425
Puglia,33,,,,,,,,22814,,,,,,,,22078
Puglia,34,,,,,,,,22481,,,,,,,,22445
Puglia,35,,,,,,,,23106,,,,,,,,23471
Puglia,36,,,,,,,,23489,,,,,,,,23399
Puglia,37,,,,,,,,23964,,,,,,,,24481
Puglia,38,,,,,,,,24196,,,,,,,,24966
Puglia,39,,,,,,,,25158,,,,,,,,25429
Puglia,40,,,,,,,,26580,,,,,,,,26729
Puglia,41,,,,,,,,27483,,,,,,,,27589
Puglia,42,,,,,,,,28558,,,,,,,,28733
Puglia,43,,,,,,,,29483,,,,,,,,30007
Puglia,44,,,,,,,,30336,,,,,,,,30751
Puglia,45,,,,,,,,30694,,,,,,,,31954
Puglia,46,,,,,,,,29817,,,,,,,,30900
Puglia,47,,,,,,,,29525,,,,,,,,30305
Puglia,48,,,,,,,,30148,,,,,,,,31109
Puglia,49,,,,,,,,29934,,,,,,,,30958
Puglia,50,,,,,,,,30258,,,,,,,,32172
Puglia,51,,,,,,,,30390,,,,,,,,32259
Puglia,52,,,,,,,,30930,,,,,,,,32512
Puglia,53,,,,,,,,31096,,,,,,,,32794
Puglia,54,,,,,,,,30820,,,,,,,,33027
Puglia,55,,,,,,,,31396,,,,,,,,33370
Puglia,56,,,,,,,,28888,,,,,,,,31206
Puglia,57,,,,,,,,28170,,,,,,,,30360
Puglia,58,,,,,,,,27842,,,,,,,,30058
Puglia,59,,,,,,,,27143,,,,,,,,29162
Puglia,60,,,,,,,,26249,,,,,,,,28653
Puglia,61,,,,,,,,24554,,,,,,,,27429
Puglia,62,,,,,,,,25075,,,,,,,,27559
Puglia,63,,,,,,,,24252,,,,,,,,26835
Puglia,64,,,,,,,,23988,,,,,,,,26585
Puglia,65,,,,,,,,23408,,,,,,,,25645
Puglia,66,,,,,,,,22484,,,,,,,,24823
Puglia,67,,,,,,,,21466,,,,,,,,23809
Puglia,68,,,,,,,,22146,,,,,,,,24509
Puglia,69,,,,,,,,22726,,,,,,,,25212
Puglia,70,,,,,,,,22519,,,,,,,,24989
Puglia,71,,,,,,,,23492,,,,,,,,26543
Puglia,72,,,,,,,,21930,,,,,,,,24807
Puglia,73,,,,,,,,21076,,,,,,,,24564
Puglia,74,,,,,,,,17832,,,,,,,,20417
Puglia,75,,,,,,,,15643,,,,,,,,18542
Puglia,76,,,,,,,,15357,,,,,,,,18356
Puglia,77,,,,,,,,15344,,,,,,,,18671
Puglia,78,,,,,,,,14250,,,,,,,,17481
Puglia,79,,,,,,,,15015,,,,,,,,18765
Puglia,80,,,,,,,,14127,,,,,,,,18525
Puglia,81,,,,,,,,12829,,,,,,,,17236
Puglia,82,,,,,,,,11472,,,,,,,,16103
Puglia,83,,,,,,,,10085,,,,,,,,14475
Puglia,84,,,,,,,,9505,,,,,,,,14036
Puglia,85,,,,,,,,8503,,,,,,,,13121
Puglia,86,,,,,,,,7347,,,,,,,,11821
Puglia,87,,,,,,,,6298,,,,,,,,10693
Puglia,88,,,,,,,,5478,,,,,,,,9608
Puglia,89,,,,,,,,4828,,,,,,,,8939
Puglia,90,,,,,,,,3577,,,,,,,,7114
Puglia,91,,,,,,,,2852,,,,,,,,6091
Puglia,92,,,,,,,,2291,,,,,,,,5148
Puglia,93,,,,,,,,1579,,,,,,,,3901
Puglia,94,,,,,,,,1179,,,,,,,,2962
Puglia,95,,,,,,,,840,,,,,,,,2161
Puglia,96,,,,,,,,618,,,,,,,,1767
Puglia,97,,,,,,,,415,,,,,,,,1228
Puglia,98,,,,,,,,246,,,,,,,,832
Puglia,99,,,,,,,,157,,,,,,,,568
Puglia,100,,,,,,,,176,,,,,,,,706
Puglia,Totale,,,,,,,,1950256,,,,,,,,2058040
Basilicata,0,,,,,,,,1921,,,,,,,,1718
Basilicata,1,,,,,,,,1854,,,,,,,,1810
Basilicata,2,,,,,,,,2061,,,,,,,,1861
Basilicata,3,,,,,,,,2066,,,,,,,,1942
Basilicata,4,,,,,,,,2063,,,,,,,,1977
Basilicata,5,,,,,,,,2061,,,,,,,,2012
Basilicata,6,,,,,,,,2107,,,,,,,,1951
Basilicata,7,,,,,,,,2326,,,,,,,,2114
Basilicata,8,,,,,,,,2269,,,,,,,,2139
Basilicata,9,,,,,,,,2335,,,,,,,,2215
Basilicata,10,,,,,,,,2467,,,,,,,,2278
Basilicata,11,,,,,,,,2549,,,,,,,,2344
Basilicata,12,,,,,,,,2512,,,,,,,,2313
Basilicata,13,,,,,,,,2592,,,,,,,,2386
Basilicata,14,,,,,,,,2561,,,,,,,,2402
Basilicata,15,,,,,,,,2636,,,,,,,,2638
Basilicata,16,,,,,,,,2793,,,,,,,,2534
Basilicata,17,,,,,,,,2849,,,,,,,,2658
Basilicata,18,,,,,,,,2939,,,,,,,,2630
Basilicata,19,,,,,,,,3099,,,,,,,,2691
Basilicata,20,,,,,,,,3055,,,,,,,,2754
Basilicata,21,,,,,,,,3134,,,,,,,,2689
Basilicata,22,,,,,,,,3092,,,,,,,,2742
Basilicata,23,,,,,,,,3124,,,,,,,,2783
Basilicata,24,,,,,,,,3155,,,,,,,,2831
Basilicata,25,,,,,,,,3145,,,,,,,,2958
Basilicata,26,,,,,,,,3264,,,,,,,,2946
Basilicata,27,,,,,,,,3474,,,,,,,,3220
Basilicata,28,,,,,,,,3350,,,,,,,,3175
Basilicata,29,,,,,,,,3529,,,,,,,,3234
Basilicata,30,,,,,,,,3424,,,,,,,,3127
Basilicata,31,,,,,,,,3371,,,,,,,,3186
Basilicata,32,,,,,,,,3369,,,,,,,,3104
Basilicata,33,,,,,,,,3283,,,,,,,,3031
Basilicata,34,,,,,,,,3436,,,,,,,,3127
Basilicata,35,,,,,,,,3446,,,,,,,,3241
Basilicata,36,,,,,,,,3349,,,,,,,,3241
Basilicata,37,,,,,,,,3348,,,,,,,,3331
Basilicata,38,,,,,,,,3400,,,,,,,,3257
Basilicata,39,,,,,,,,3413,,,,,,,,3262
Basilicata,40,,,,,,,,3497,,,,,,,,3322
Basilicata,41,,,,,,,,3762,,,,,,,,3505
Basilicata,42,,,,,,,,3665,,,,,,,,3753
Basilicata,43,,,,,,,,4032,,,,,,,,3899
Basilicata,44,,,,,,,,3972,,,,,,,,4076
Basilicata,45,,,,,,,,4164,,,,,,,,4072
Basilicata,46,,,,,,,,4072,,,,,,,,4036
Basilicata,47,,,,,,,,4069,,,,,,,,4230
Basilicata,48,,,,,,,,4126,,,,,,,,4254
Basilicata,49,,,,,,,,4149,,,,,,,,4348
Basilicata,50,,,,,,,,4386,,,,,,,,4344
Basilicata,51,,,,,,,,4354,,,,,,,,4468
Basilicata,52,,,,,,,,4462,,,,,,,,4620
Basilicata,53,,,,,,,,4248,,,,,,,,4562
Basilicata,54,,,,,,,,4415,,,,,,,,4547
Basilicata,55,,,,,,,,4553,,,,,,,,4728
Basilicata,56,,,,,,,,4336,,,,,,,,4449
Basilicata,57,,,,,,,,4394,,,,,,,,4453
Basilicata,58,,,,,,,,4180,,,,,,,,4427
Basilicata,59,,,,,,,,4067,,,,,,,,4372
Basilicata,60,,,,,,,,3942,,,,,,,,4155
Basilicata,61,,,,,,,,3843,,,,,,,,3969
Basilicata,62,,,,,,,,3587,,,,,,,,4061
Basilicata,63,,,,,,,,3764,,,,,,,,4008
Basilicata,64,,,,,,,,3707,,,,,,,,3746
Basilicata,65,,,,,,,,3594,,,,,,,,3848
Basilicata,66,,,,,,,,3374,,,,,,,,3485
Basilicata,67,,,,,,,,3232,,,,,,,,3507
Basilicata,68,,,,,,,,3157,,,,,,,,3443
Basilicata,69,,,,,,,,3351,,,,,,,,3469
Basilicata,70,,,,,,,,3366,,,,,,,,3496
Basilicata,71,,,,,,,,3332,,,,,,,,3688
Basilicata,72,,,,,,,,2956,,,,,,,,3365
Basilicata,73,,,,,,,,2688,,,,,,,,3022
Basilicata,74,,,,,,,,1999,,,,,,,,2422
Basilicata,75,,,,,,,,2026,,,,,,,,2313
Basilicata,76,,,,,,,,1981,,,,,,,,2287
Basilicata,77,,,,,,,,1860,,,,,,,,2344
Basilicata,78,,,,,,,,1823,,,,,,,,2317
Basilicata,79,,,,,,,,2150,,,,,,,,2648
Basilicata,80,,,,,,,,2124,,,,,,,,2776
Basilicata,81,,,,,,,,1950,,,,,,,,2621
Basilicata,82,,,,,,,,1847,,,,,,,,2592
Basilicata,83,,,,,,,,1680,,,,,,,,2389
Basilicata,84,,,,,,,,1501,,,,,,,,2299
Basilicata,85,,,,,,,,1437,,,,,,,,2228
Basilicata,86,,,,,,,,1254,,,,,,,,2035
Basilicata,87,,,,,,,,1057,,,,,,,,1734
Basilicata,88,,,,,,,,932,,,,,,,,1539
Basilicata,89,,,,,,,,801,,,,,,,,1506
Basilicata,90,,,,,,,,658,,,,,,,,1209
Basilicata,91,,,,,,,,510,,,,,,,,972
Basilicata,92,,,,,,,,404,,,,,,,,826
Basilicata,93,,,,,,,,268,,,,,,,,673
Basilicata,94,,,,,,,,193,,,,,,,,507
Basilicata,95,,,,,,,,148,,,,,,,,335
Basilicata,96,,,,,,,,130,,,,,,,,283
Basilicata,97,,,,,,,,89,,,,,,,,203
Basilicata,98,,,,,,,,53,,,,,,,,173
Basilicata,99,,,,,,,,29,,,,,,,,78
Basilicata,100,,,,,,,,20,,,,,,,,105
Basilicata,Totale,,,,,,,,273941,,,,,,,,282993
Calabria,0,,,,,,,,7354,,,,,,,,7016
Calabria,1,,,,,,,,7723,,,,,,,,7311
Calabria,2,,,,,,,,7989,,,,,,,,7628
Calabria,3,,,,,,,,8161,,,,,,,,7747
Calabria,4,,,,,,,,8315,,,,,,,,7879
Calabria,5,,,,,,,,8453,,,,,,,,7891
Calabria,6,,,,,,,,8330,,,,,,,,8028
Calabria,7,,,,,,,,8687,,,,,,,,8079
Calabria,8,,,,,,,,8785,,,,,,,,8232
Calabria,9,,,,,,,,8931,,,,,,,,8592
Calabria,10,,,,,,,,9203,,,,,,,,8583
Calabria,11,,,,,,,,9069,,,,,,,,8916
Calabria,12,,,,,,,,9348,,,,,,,,8715
Calabria,13,,,,,,,,9634,,,,,,,,8960
Calabria,14,,,,,,,,9493,,,,,,,,8882
Calabria,15,,,,,,,,9815,,,,,,,,9145
Calabria,16,,,,,,,,9816,,,,,,,,9188
Calabria,17,,,,,,,,9814,,,,,,,,9060
Calabria,18,,,,,,,,10143,,,,,,,,9558
Calabria,19,,,,,,,,10635,,,,,,,,9759
Calabria,20,,,,,,,,10736,,,,,,,,9660
Calabria,21,,,,,,,,10861,,,,,,,,9923
Calabria,22,,,,,,,,10597,,,,,,,,9789
Calabria,23,,,,,,,,10947,,,,,,,,9957
Calabria,24,,,,,,,,10912,,,,,,,,10342
Calabria,25,,,,,,,,11250,,,,,,,,10458
Calabria,26,,,,,,,,11599,,,,,,,,10926
Calabria,27,,,,,,,,11742,,,,,,,,11417
Calabria,28,,,,,,,,11762,,,,,,,,11220
Calabria,29,,,,,,,,12104,,,,,,,,11466
Calabria,30,,,,,,,,12223,,,,,,,,11621
Calabria,31,,,,,,,,12416,,,,,,,,11952
Calabria,32,,,,,,,,12065,,,,,,,,11854
Calabria,33,,,,,,,,11974,,,,,,,,11651
Calabria,34,,,,,,,,12021,,,,,,,,11704
Calabria,35,,,,,,,,12428,,,,,,,,11676
Calabria,36,,,,,,,,12164,,,,,,,,11789
Calabria,37,,,,,,,,12252,,,,,,,,12178
Calabria,38,,,,,,,,12316,,,,,,,,12093
Calabria,39,,,,,,,,12485,,,,,,,,12241
Calabria,40,,,,,,,,12624,,,,,,,,12649
Calabria,41,,,,,,,,12904,,,,,,,,12711
Calabria,42,,,,,,,,12869,,,,,,,,13294
Calabria,43,,,,,,,,13580,,,,,,,,13829
Calabria,44,,,,,,,,13564,,,,,,,,13770
Calabria,45,,,,,,,,13563,,,,,,,,14062
Calabria,46,,,,,,,,13580,,,,,,,,13983
Calabria,47,,,,,,,,13514,,,,,,,,14279
Calabria,48,,,,,,,,13637,,,,,,,,14597
Calabria,49,,,,,,,,13553,,,,,,,,14427
Calabria,50,,,,,,,,14129,,,,,,,,15381
Calabria,51,,,,,,,,14062,,,,,,,,15028
Calabria,52,,,,,,,,14199,,,,,,,,15216
Calabria,53,,,,,,,,14154,,,,,,,,15323
Calabria,54,,,,,,,,14101,,,,,,,,15137
Calabria,55,,,,,,,,14751,,,,,,,,15779
Calabria,56,,,,,,,,13889,,,,,,,,14907
Calabria,57,,,,,,,,13783,,,,,,,,14917
Calabria,58,,,,,,,,13654,,,,,,,,14722
Calabria,59,,,,,,,,13551,,,,,,,,14511
Calabria,60,,,,,,,,13233,,,,,,,,14113
Calabria,61,,,,,,,,12303,,,,,,,,13126
Calabria,62,,,,,,,,12802,,,,,,,,13335
Calabria,63,,,,,,,,12275,,,,,,,,12968
Calabria,64,,,,,,,,12187,,,,,,,,12851
Calabria,65,,,,,,,,12124,,,,,,,,12706
Calabria,66,,,,,,,,11433,,,,,,,,11942
Calabria,67,,,,,,,,10723,,,,,,,,11339
Calabria,68,,,,,,,,10839,,,,,,,,11623
Calabria,69,,,,,,,,11037,,,,,,,,11759
Calabria,70,,,,,,,,10981,,,,,,,,11718
Calabria,71,,,,,,,,10906,,,,,,,,11904
Calabria,72,,,,,,,,10557,,,,,,,,11453
Calabria,73,,,,,,,,9476,,,,,,,,10535
Calabria,74,,,,,,,,7322,,,,,,,,8121
Calabria,75,,,,,,,,7305,,,,,,,,8018
Calabria,76,,,,,,,,6931,,,,,,,,8053
Calabria,77,,,,,,,,6787,,,,,,,,7917
Calabria,78,,,,,,,,6385,,,,,,,,7580
Calabria,79,,,,,,,,7091,,,,,,,,8640
Calabria,80,,,,,,,,6662,,,,,,,,8315
Calabria,81,,,,,,,,5902,,,,,,,,7919
Calabria,82,,,,,,,,5491,,,,,,,,7339
Calabria,83,,,,,,,,4992,,,,,,,,7162
Calabria,84,,,,,,,,4756,,,,,,,,6861
Calabria,85,,,,,,,,4273,,,,,,,,6372
Calabria,86,,,,,,,,3990,,,,,,,,6065
Calabria,87,,,,,,,,3257,,,,,,,,5470
Calabria,88,,,,,,,,2774,,,,,,,,4851
Calabria,89,,,,,,,,2403,,,,,,,,4314
Calabria,90,,,,,,,,1835,,,,,,,,3519
Calabria,91,,,,,,,,1458,,,,,,,,2897
Calabria,92,,,,,,,,1106,,,,,,,,2365
Calabria,93,,,,,,,,869,,,,,,,,1959
Calabria,94,,,,,,,,625,,,,,,,,1524
Calabria,95,,,,,,,,465,,,,,,,,1223
Calabria,96,,,,,,,,322,,,,,,,,889
Calabria,97,,,,,,,,217,,,,,,,,605
Calabria,98,,,,,,,,128,,,,,,,,439
Calabria,99,,,,,,,,107,,,,,,,,302
Calabria,100,,,,,,,,102,,,,,,,,358
Calabria,Totale,,,,,,,,942644,,,,,,,,982057
Sicilia,0,,,,,,,,19787,,,,,,,,18507
Sicilia,1,,,,,,,,20667,,,,,,,,19601
Sicilia,2,,,,,,,,21333,,,,,,,,20014
Sicilia,3,,,,,,,,21183,,,,,,,,20255
Sicilia,4,,,,,,,,21978,,,,,,,,20799
Sicilia,5,,,,,,,,22503,,,,,,,,21343
Sicilia,6,,,,,,,,22157,,,,,,,,21113
Sicilia,7,,,,,,,,23166,,,,,,,,22279
Sicilia,8,,,,,,,,23272,,,,,,,,22267
Sicilia,9,,,,,,,,24038,,,,,,,,23059
Sicilia,10,,,,,,,,24751,,,,,,,,23388
Sicilia,11,,,,,,,,25169,,,,,,,,23838
Sicilia,12,,,,,,,,24959,,,,,,,,23756
Sicilia,13,,,,,,,,25857,,,,,,,,23851
Sicilia,14,,,,,,,,26112,,,,,,,,24556
Sicilia,15,,,,,,,,26582,,,,,,,,25017
Sicilia,16,,,,,,,,26492,,,,,,,,25101
Sicilia,17,,,,,,,,26683,,,,,,,,25200
Sicilia,18,,,,,,,,27823,,,,,,,,25545
